plt_id_cfvvf,latin_name,bornes_abd,min_abd,max_abd,id_pasa
90273,Dicranoweisia cirrata                                                                                                                                                                                                                                     ,[1-4],1,4,7710
90274,Dicranoweisia crispula                                                                                                                                                                                                                                    ,[1-4],1,4,7711
90275,Dicranum bergeri                                                                                                                                                                                                                                          ,[1-5],1,5,7712
90276,Dicranum bonjeani                                                                                                                                                                                                                                         ,[1-5],1,5,7713
90279,Dicranum fuscescens                                                                                                                                                                                                                                       ,[1-3],1,3,7714
90280,Dicranum majus                                                                                                                                                                                                                                            ,[1-6],1,6,7715
90280,Dicranum majus                                                                                                                                                                                                                                            ,[2-6],2,6,7716
90282,Dicranum rugosum                                                                                                                                                                                                                                          ,[1-5],1,5,7717
90282,Dicranum rugosum                                                                                                                                                                                                                                          ,[2-5],2,5,7718
90283,Dicranum scoparium                                                                                                                                                                                                                                        ,[1-6],1,6,7719
90283,Dicranum scoparium                                                                                                                                                                                                                                        ,[2-6],2,6,7720
90283,Dicranum scoparium                                                                                                                                                                                                                                        ,[3-6],3,6,7721
90285,Dicranum spurium                                                                                                                                                                                                                                          ,[1-3],1,3,7722
90286,Kiaeria falcata                                                                                                                                                                                                                                           ,[1-5],1,5,7723
90287,Kiaeria starkei                                                                                                                                                                                                                                           ,[1-4],1,4,7724
90289,Oncophorus wahlenbergii                                                                                                                                                                                                                                   ,[1-5],1,5,7725
90291,Orthodicranum flagellare                                                                                                                                                                                                                                  ,[1-6],1,6,7726
90292,Orthodicranum montanum                                                                                                                                                                                                                                    ,[1-6],1,6,7727
90295,Paraleucobryum longifolium                                                                                                                                                                                                                                ,[1-5],1,5,7728
90297,Pseudephemerum nitidum                                                                                                                                                                                                                                    ,[1-4],1,4,7729
90300,Trematodon ambiguus                                                                                                                                                                                                                                       ,[2-5],2,5,7730
90303,Diphyscium foliosum                                                                                                                                                                                                                                       ,[1-5],1,5,7731
90307,Ceratodon purpureus                                                                                                                                                                                                                                       ,[1-6],1,6,7732
90307,Ceratodon purpureus                                                                                                                                                                                                                                       ,[3-6],3,6,7733
90307,Ceratodon purpureus                                                                                                                                                                                                                                       ,[4-6],4,6,7734
90312,Distichium capillaceum                                                                                                                                                                                                                                    ,[1-3],1,3,7735
90313,Distichium inclinatum                                                                                                                                                                                                                                     ,[1-4],1,4,7736
90314,Ditrichum flexicaule                                                                                                                                                                                                                                      ,[1-5],1,5,7737
90314,Ditrichum flexicaule                                                                                                                                                                                                                                      ,[2-5],2,5,7738
90317,Ditrichum heteromallum                                                                                                                                                                                                                                    ,[1-5],1,5,7739
90324,Pleuridium acuminatum                                                                                                                                                                                                                                     ,[1-2],1,2,7740
90325,Pleuridium subulatum                                                                                                                                                                                                                                      ,[1-3],1,3,7741
90328,Trichodon cylindricus                                                                                                                                                                                                                                     ,[1-3],1,3,7742
90338,Encalypta streptocarpa                                                                                                                                                                                                                                    ,[1-5],1,5,7743
90339,Encalypta vulgaris                                                                                                                                                                                                                                        ,[1-3],1,3,7744
90342,Entodon orthocarpus                                                                                                                                                                                                                                       ,[1-5],1,5,7745
90342,Entodon orthocarpus                                                                                                                                                                                                                                       ,[2-5],2,5,7746
90346,Orthothecium intricatum                                                                                                                                                                                                                                   ,[1-4],1,4,7747
90347,Orthothecium rufescens                                                                                                                                                                                                                                    ,[1-6],1,6,7748
90349,Pleurozium schreberi                                                                                                                                                                                                                                      ,[1-6],1,6,7749
90349,Pleurozium schreberi                                                                                                                                                                                                                                      ,[3-6],3,6,7750
90349,Pleurozium schreberi                                                                                                                                                                                                                                      ,[4-6],4,6,7751
90350,Pseudoscleropodium purum                                                                                                                                                                                                                                  ,[1-6],1,6,7752
90350,Pseudoscleropodium purum                                                                                                                                                                                                                                  ,[3-6],3,6,7753
90350,Pseudoscleropodium purum                                                                                                                                                                                                                                  ,[4-6],4,6,7754
90351,Pterigynandrum filiforme                                                                                                                                                                                                                                  ,[1-4],1,4,7755
90357,Ephemerum serratum                                                                                                                                                                                                                                        ,[1-3],1,3,7756
90371,Fissidens adiantoides                                                                                                                                                                                                                                     ,[1-4],1,4,7757
90371,Fissidens adiantoides                                                                                                                                                                                                                                     ,[2-4],2,4,7758
90375,Fissidens bryoides                                                                                                                                                                                                                                        ,[1-2],1,2,7759
90376,Fissidens crassipes                                                                                                                                                                                                                                       ,[1-5],1,5,7760
90377,Fissidens cristatus                                                                                                                                                                                                                                       ,[1-5],1,5,7761
90377,Fissidens cristatus                                                                                                                                                                                                                                       ,[2-5],2,5,7762
90383,Fissidens incurvus                                                                                                                                                                                                                                        ,[1-3],1,3,7763
90392,Fissidens osmundoides                                                                                                                                                                                                                                     ,[1-3],1,3,7764
90394,Fissidens pusillus                                                                                                                                                                                                                                        ,[1-5],1,5,7765
90399,Fissidens taxifolius                                                                                                                                                                                                                                      ,[1-5],1,5,7766
90399,Fissidens taxifolius                                                                                                                                                                                                                                      ,[2-5],2,5,7767
90401,Fissidens viridulus                                                                                                                                                                                                                                       ,[1-5],1,5,7768
90403,Octodiceras fontanum                                                                                                                                                                                                                                      ,[1-5],1,5,7769
90408,Fontinalis antipyretica                                                                                                                                                                                                                                   ,[1-6],1,6,7770
90408,Fontinalis antipyretica                                                                                                                                                                                                                                   ,[2-6],2,6,7771
90408,Fontinalis antipyretica                                                                                                                                                                                                                                   ,[3-6],3,6,7772
90414,Fontinalis squamosa                                                                                                                                                                                                                                       ,[1-4],1,4,7773
90414,Fontinalis squamosa                                                                                                                                                                                                                                       ,[2-4],2,4,7774
90418,Entosthodon fascicularis                                                                                                                                                                                                                                  ,[1-3],1,3,7775
90424,Funaria hygrometrica                                                                                                                                                                                                                                      ,[1-6],1,6,7776
90424,Funaria hygrometrica                                                                                                                                                                                                                                      ,[2-6],2,6,7777
90426,Physcomitrella patens                                                                                                                                                                                                                                     ,[1-6],1,6,7778
90428,Physcomitrium piriforme                                                                                                                                                                                                                                   ,[1-4],1,4,7779
90433,Grimmia alpestris                                                                                                                                                                                                                                         ,[1-4],1,4,7780
90439,Grimmia apocarpa                                                                                                                                                                                                                                          ,[1-4],1,4,7781
90443,Grimmia campestris                                                                                                                                                                                                                                        ,[1-6],1,6,7782
90444,Grimmia commutata                                                                                                                                                                                                                                         ,[1-5],1,5,7783
90446,Grimmia decipiens                                                                                                                                                                                                                                         ,[1-4],1,4,7784
90447,Grimmia doniana                                                                                                                                                                                                                                           ,[1-2],1,2,7785
90449,Grimmia eutrichophylla                                                                                                                                                                                                                                    ,[1-5],1,5,7786
90449,Grimmia eutrichophylla                                                                                                                                                                                                                                    ,[3-5],3,5,7787
90450,Grimmia funalis                                                                                                                                                                                                                                           ,[1-5],1,5,7788
90451,Grimmia hartmanii                                                                                                                                                                                                                                         ,[1-6],1,6,7789
90456,Grimmia muhlenbeckii                                                                                                                                                                                                                                      ,[1-3],1,3,7790
90457,Grimmia orbicularis                                                                                                                                                                                                                                       ,[1-3],1,3,7791
90459,Grimmia patens                                                                                                                                                                                                                                            ,[1-5],1,5,7792
90460,Grimmia pulvinata                                                                                                                                                                                                                                         ,[1-4],1,4,7793
90460,Grimmia pulvinata                                                                                                                                                                                                                                         ,[2-4],2,4,7794
90464,Grimmia torquata                                                                                                                                                                                                                                          ,[1-2],1,2,7795
90466,Rhacomitrium aciculare                                                                                                                                                                                                                                    ,[1-5],1,5,7796
90468,Rhacomitrium canescens                                                                                                                                                                                                                                    ,[1-6],1,6,7797
90468,Rhacomitrium canescens                                                                                                                                                                                                                                    ,[4-6],4,6,7798
90471,Rhacomitrium heterostichum                                                                                                                                                                                                                                ,[1-5],1,5,7799
90472,Rhacomitrium lanuginosum                                                                                                                                                                                                                                  ,[1-5],1,5,7800
90474,Rhacomitrium sudeticum                                                                                                                                                                                                                                    ,[1-5],1,5,7801
90477,Hedwigia ciliata                                                                                                                                                                                                                                          ,[1-5],1,5,7802
90483,Hookeria lucens                                                                                                                                                                                                                                           ,[1-5],1,5,7803
90486,Hylocomiastrum pyrenaicum                                                                                                                                                                                                                                 ,[1-2],1,2,7804
90487,Hylocomiastrum umbratum                                                                                                                                                                                                                                   ,[1-5],1,5,7805
90488,Hylocomium splendens                                                                                                                                                                                                                                      ,[1-6],1,6,7806
90488,Hylocomium splendens                                                                                                                                                                                                                                      ,[3-6],3,6,7807
90488,Hylocomium splendens                                                                                                                                                                                                                                      ,[4-6],4,6,7808
90492,Ctenidium molluscum                                                                                                                                                                                                                                       ,[1-6],1,6,7809
90492,Ctenidium molluscum                                                                                                                                                                                                                                       ,[2-6],2,6,7810
90492,Ctenidium molluscum                                                                                                                                                                                                                                       ,[3-6],3,6,7811
90496,Dolichotheca seligeri                                                                                                                                                                                                                                     ,[1-5],1,5,7812
90502,Hypnum cupressiforme                                                                                                                                                                                                                                      ,[1-6],1,6,7813
90502,Hypnum cupressiforme                                                                                                                                                                                                                                      ,[2-6],2,6,7814
90502,Hypnum cupressiforme                                                                                                                                                                                                                                      ,[3-6],3,6,7815
90504,Hypnum cupressiforme cupressiforme                                                                                                                                                                                                                        ,[1-6],1,6,7816
90505,Hypnum cupressiforme elatum                                                                                                                                                                                                                               ,[1-6],1,6,7817
90505,Hypnum cupressiforme elatum                                                                                                                                                                                                                               ,[3-6],3,6,7818
90506,Hypnum cupressiforme ericetorum                                                                                                                                                                                                                           ,[1-6],1,6,7819
90506,Hypnum cupressiforme ericetorum                                                                                                                                                                                                                           ,[4-6],4,6,7820
90507,Hypnum cupressiforme filiforme                                                                                                                                                                                                                            ,[1-6],1,6,7821
90513,Hypnum cupressiforme tectorum                                                                                                                                                                                                                             ,[1-4],1,4,7822
90514,Hypnum cupressiforme uncinatum                                                                                                                                                                                                                            ,[1-4],1,4,7823
90523,Isopterygium elegans                                                                                                                                                                                                                                      ,[1-6],1,6,7824
90523,Isopterygium elegans                                                                                                                                                                                                                                      ,[2-6],2,6,7825
90525,Isopterygium pulchellum                                                                                                                                                                                                                                   ,[1-2],1,2,7826
90532,Ptilium crista-castrensis                                                                                                                                                                                                                                 ,[1-5],1,5,7827
90532,Ptilium crista-castrensis                                                                                                                                                                                                                                 ,[3-5],3,5,7828
90535,Isothecium myosuroides                                                                                                                                                                                                                                    ,[1-6],1,6,7829
90535,Isothecium myosuroides                                                                                                                                                                                                                                    ,[2-6],2,6,7830
90536,Isothecium myurum                                                                                                                                                                                                                                         ,[1-5],1,5,7831
90536,Isothecium myurum                                                                                                                                                                                                                                         ,[2-5],2,5,7832
90537,Plasteurhynchium duriaeanum                                                                                                                                                                                                                               ,[1-5],1,5,7833
90538,Plasteurhynchium striatulum                                                                                                                                                                                                                               ,[1-6],1,6,7834
90545,Pseudoleskea incurvata                                                                                                                                                                                                                                    ,[1-4],1,4,7835
90549,Pseudoleskeella catenulata                                                                                                                                                                                                                                ,[1-5],1,5,7836
90552,Leucobryum glaucum                                                                                                                                                                                                                                        ,[1-6],1,6,7837
90552,Leucobryum glaucum                                                                                                                                                                                                                                        ,[2-6],2,6,7838
90552,Leucobryum glaucum                                                                                                                                                                                                                                        ,[3-6],3,6,7839
90557,Antitrichia curtipendula                                                                                                                                                                                                                                  ,[1-6],1,6,7840
90559,Leucodon sciuroides                                                                                                                                                                                                                                       ,[1-6],1,6,7841
90560,Pterogonium ornothopodioides                                                                                                                                                                                                                              ,[1-5],1,5,7842
90562,Amblyodon dealbatus                                                                                                                                                                                                                                       ,[1-3],1,3,7843
90565,Meesia triquetra                                                                                                                                                                                                                                          ,[1-3],1,3,7844
90566,Meesia uliginosa                                                                                                                                                                                                                                          ,[1-4],1,4,7845
90567,Paludella squarrosa                                                                                                                                                                                                                                       ,[1-5],1,5,7846
90571,Cinclidium stygium                                                                                                                                                                                                                                        ,[1-6],1,6,7847
90572,Mnium affine                                                                                                                                                                                                                                              ,[1-5],1,5,7848
90572,Mnium affine                                                                                                                                                                                                                                              ,[3-5],3,5,7849
90573,Mnium cuspidatum                                                                                                                                                                                                                                          ,[1-4],1,4,7850
90574,Mnium hornum                                                                                                                                                                                                                                              ,[1-6],1,6,7851
90574,Mnium hornum                                                                                                                                                                                                                                              ,[2-6],2,6,7852
90574,Mnium hornum                                                                                                                                                                                                                                              ,[3-6],3,6,7853
90575,Mnium longirostre                                                                                                                                                                                                                                         ,[1-3],1,3,7854
90577,Mnium marginatum                                                                                                                                                                                                                                          ,[1-5],1,5,7855
90579,Mnium orthorrhynchum                                                                                                                                                                                                                                      ,[1-3],1,3,7856
90580,Mnium pseudopunctatum                                                                                                                                                                                                                                     ,[1-5],1,5,7857
90581,Mnium punctatum                                                                                                                                                                                                                                           ,[1-5],1,5,7858
90581,Mnium punctatum                                                                                                                                                                                                                                           ,[2-5],2,5,7859
90582,Mnium punctatum elatum                                                                                                                                                                                                                                    ,[1-1],1,1,7860
90584,Mnium seligeri                                                                                                                                                                                                                                            ,[1-6],1,6,7861
90584,Mnium seligeri                                                                                                                                                                                                                                            ,[2-6],2,6,7862
90585,Mnium spinosum                                                                                                                                                                                                                                            ,[1-5],1,5,7863
90587,Mnium stellare                                                                                                                                                                                                                                            ,[1-5],1,5,7864
90588,Mnium undulatum                                                                                                                                                                                                                                           ,[1-6],1,6,7865
90588,Mnium undulatum                                                                                                                                                                                                                                           ,[2-6],2,6,7866
90588,Mnium undulatum                                                                                                                                                                                                                                           ,[3-6],3,6,7867
90592,Homalia lusitanica                                                                                                                                                                                                                                        ,[1-5],1,5,7868
90593,Homalia trichomanoides                                                                                                                                                                                                                                    ,[1-5],1,5,7869
90596,Neckera complanata                                                                                                                                                                                                                                        ,[1-6],1,6,7870
90596,Neckera complanata                                                                                                                                                                                                                                        ,[2-6],2,6,7871
90597,Neckera crispa                                                                                                                                                                                                                                            ,[1-6],1,6,7872
90597,Neckera crispa                                                                                                                                                                                                                                            ,[2-6],2,6,7873
90597,Neckera crispa                                                                                                                                                                                                                                            ,[3-6],3,6,7874
90602,Neckera pumila                                                                                                                                                                                                                                            ,[1-6],1,6,7875
